Time,Voltage
0.0022,0.276533282
0.002208333,0.27491003
0.002216667,0.259069915
0.002225,0.232205931
0.002233333,0.198618566
0.002241667,0.164453865
0.00225,0.135426909
0.002258333,0.116640074
0.002266667,0.111105606
0.002275,0.120031906
0.002283333,0.141907007
0.002291667,0.173018783
0.0023,0.207642177
0.002308333,0.240415719
0.002316667,0.265070137
0.002325,0.277623834
0.002333333,0.275883611
0.002341667,0.260016416
0.00235,0.232977197
0.002358333,0.199441427
0.002366667,0.165238866
0.002375,0.136031207
0.002383333,0.117148912
0.002391667,0.11174354
0.0024,0.120829266
0.002408333,0.142634459
0.002416667,0.173710251
0.002425,0.208421113
0.002433333,0.241139482
0.002441667,0.265706888
0.00245,0.278274647
0.002458333,0.276740946
0.002466667,0.260879315
0.002475,0.233780068
0.002483333,0.200090491
0.002491667,0.165785425
0.0025,0.136759467
0.002508333,0.117959989
0.002516667,0.112462147
0.002525,0.121407524
0.002533333,0.143292834
0.002541667,0.174305159
0.00255,0.209002602
0.002558333,0.242015777
0.002566667,0.266602658
0.002575,0.279023729
0.002583333,0.277337675
0.002591667,0.261600032
0.0026,0.2344869
0.002608333,0.200878663
0.002616667,0.166549082
0.002625,0.137390974
0.002633333,0.118637707
0.002641667,0.113150309
0.00265,0.122014992
0.002658333,0.143940783
0.002666667,0.175139392
0.002675,0.209712196
0.002683333,0.24256294
0.002691667,0.267245121
0.0027,0.2796639
0.002708333,0.278100983
0.002716667,0.262284233
0.002725,0.235230811
0.002733333,0.20155864
0.002741667,0.167262684
0.00275,0.137990257
0.002758333,0.119164745
0.002766667,0.113894538
0.002775,0.122729536
0.002783333,0.144543879
0.002791667,0.17569466
0.0028,0.210421338
0.002808333,0.243234159
0.002816667,0.268004085
0.002825,0.280364338
0.002833333,0.278658538
0.002841667,0.262965578
0.00285,0.235850908
0.002858333,0.202126774
0.002866667,0.16796688
0.002875,0.138834148
0.002883333,0.119820287
0.002891667,0.114263872
0.0029,0.123328659
0.002908333,0.145308054
0.002916667,0.176399413
0.002925,0.211022232
0.002933333,0.243986483
0.002941667,0.268731159
0.00295,0.280998071
0.002958333,0.279258007
0.002966667,0.263606656
0.002975,0.236580815
0.002983333,0.202819919
0.002991667,0.168490662
0.003,0.139227612
0.003008333,0.120358776
0.003016667,0.11501347
0.003025,0.124018773
0.003033333,0.14600776
0.003041667,0.177052357
0.00305,0.211766289
0.003058333,0.24456072
0.003066667,0.269281322
0.003075,0.281781416
0.003083333,0.280165852
0.003091667,0.264325778
0.0031,0.237147279
0.003108333,0.203398305
0.003116667,0.169080824
0.003125,0.139929921
0.003133333,0.121068185
0.003141667,0.115701048
0.00315,0.124589053
0.003158333,0.146449102
0.003166667,0.177703895
0.003175,0.212569262
0.003183333,0.245360282
0.003191667,0.270022785
0.0032,0.282529594
0.003208333,0.280868128
0.003216667,0.264997048
0.003225,0.237851933
0.003233333,0.20412548
0.003241667,0.169934049
0.00325,0.140709077
0.003258333,0.121684766
0.003266667,0.116116446
0.003275,0.125212514
0.003283333,0.147241613
0.003291667,0.178374897
0.0033,0.213109178
0.003308333,0.245923905
0.003316667,0.270590939
0.003325,0.283039269
0.003333333,0.281373259
0.003341667,0.265668082
0.00335,0.238484358
0.003358333,0.204656691
0.003366667,0.170308952
0.003375,0.14117104
0.003383333,0.122260087
0.003391667,0.11675882
0.0034,0.125679773
0.003408333,0.147737996
0.003416667,0.178932092
0.003425,0.213707661
0.003433333,0.246510535
0.003441667,0.271197997
0.00345,0.283820949
0.003458333,0.282121373
0.003466667,0.266272316
0.003475,0.239112539
0.003483333,0.205384114
0.003491667,0.171033925
0.0035,0.141773603
0.003508333,0.122952181
0.003516667,0.117394876
0.003525,0.126240967
0.003533333,0.148391416
0.003541667,0.179662636
0.00355,0.21441988
0.003558333,0.247223536
0.003566667,0.271939961
0.003575,0.284367802
0.003583333,0.28267567
0.003591667,0.266896012
0.0036,0.239771471
0.003608333,0.206160324
0.003616667,0.17168233
0.003625,0.142420581
0.003633333,0.123478819
0.003641667,0.118075912
0.00365,0.127000383
0.003658333,0.149153951
0.003666667,0.180279426
0.003675,0.21487981
0.003683333,0.247826584
0.003691667,0.272670743
0.0037,0.285037619
0.003708333,0.28326474
0.003716667,0.267672121
0.003725,0.240393522
0.003733333,0.206499232
0.003741667,0.172213888
0.00375,0.143074646
0.003758333,0.124146938
0.003766667,0.118706435
0.003775,0.127638458
0.003783333,0.149655511
0.003791667,0.180915545
0.0038,0.215687643
0.003808333,0.248556133
0.003816667,0.273471287
0.003825,0.285902237
0.003833333,0.283991522
0.003841667,0.268145017
0.00385,0.241100022
0.003858333,0.207243588
0.003866667,0.172942447
0.003875,0.143684563
0.003883333,0.124643438
0.003891667,0.11923193
0.0039,0.12826446
0.003908333,0.150348654
0.003916667,0.181538685
0.003925,0.216330057
0.003933333,0.249146059
0.003941667,0.27381744
0.00395,0.286483723
0.003958333,0.284662123
0.003966667,0.268809596
0.003975,0.241646651
0.003983333,0.207833208
0.003991667,0.173437451
0.004,0.144303059
0.004008333,0.125288772
0.004016667,0.119839055
0.004025,0.128979619
0.004033333,0.150978374
0.004041667,0.182010896
0.00405,0.216877202
0.004058333,0.249940642
0.004066667,0.274542156
0.004075,0.287084137
0.004083333,0.285449661
0.004091667,0.269478006
0.0041,0.242261109
0.004108333,0.20850614
0.004116667,0.174141046
0.004125,0.144905956
0.004133333,0.125856702
0.004141667,0.120360979
0.00415,0.129413807
0.004158333,0.151553756
0.004166667,0.182765542
0.004175,0.217620195
0.004183333,0.25042438
0.004191667,0.275124617
0.0042,0.28769033
0.004208333,0.28594979
0.004216667,0.270213051
0.004225,0.243023727
0.004233333,0.20913119
0.004241667,0.174602949
0.00425,0.145363931
0.004258333,0.126526646
0.004266667,0.121197673
0.004275,0.130160136
0.004283333,0.152191406
0.004291667,0.183495903
0.0043,0.218199704
0.004308333,0.251075111
0.004316667,0.275845985
0.004325,0.288485244
0.004333333,0.286681227
0.004341667,0.27071919
0.00435,0.243454293
0.004358333,0.209643343
0.004366667,0.175366641
0.004375,0.146081701
0.004383333,0.12713645
0.004391667,0.121779304
0.0044,0.130774613
0.004408333,0.152774055
0.004416667,0.184005823
0.004425,0.218953042
0.004433333,0.251850749
0.004441667,0.27653802
0.00445,0.289054348
0.004458333,0.287316039
0.004466667,0.271422391
0.004475,0.244255039
0.004483333,0.210381831
0.004491667,0.17590416
0.0045,0.146799648
0.004508333,0.127780228
0.004516667,0.122345905
0.004525,0.131444511
0.004533333,0.153550693
0.004541667,0.184728111
0.00455,0.219589489
0.004558333,0.252567857
0.004566667,0.27714371
0.004575,0.289748405
0.004583333,0.287945973
0.004591667,0.272064302
0.0046,0.244911317
0.004608333,0.211158953
0.004616667,0.176583897
0.004625,0.147259431
0.004633333,0.128424844
0.004641667,0.123023742
0.00465,0.132014373
0.004658333,0.154114869
0.004666667,0.185348362
0.004675,0.220204622
0.004683333,0.253162644
0.004691667,0.277960143
0.0047,0.290434009
0.004708333,0.288657644
0.004716667,0.2726455
0.004725,0.24547039
0.004733333,0.211745346
0.004741667,0.177316707
0.00475,0.148002536
0.004758333,0.128981757
0.004766667,0.123615334
0.004775,0.132615966
0.004783333,0.154752325
0.004791667,0.185994142
0.0048,0.220970962
0.004808333,0.253876399
0.004816667,0.278502694
0.004825,0.291012804
0.004833333,0.289301276
0.004841667,0.273461838
0.00485,0.246244074
0.004858333,0.212353043
0.004866667,0.177905374
0.004875,0.148645989
0.004883333,0.129692958
0.004891667,0.124169251
0.0049,0.133299967
0.004908333,0.15550436
0.004916667,0.186683139
0.004925,0.221379437
0.004933333,0.254367682
0.004941667,0.279250043
0.00495,0.291782229
0.004958333,0.289889644
0.004966667,0.273905421
0.004975,0.246793146
0.004983333,0.212837535
0.004991667,0.178451736
0.005,0.149392251
0.005008333,0.130310611
0.005016667,0.124788295
0.005025,0.133851507
0.005033333,0.156074855
0.005041667,0.187206989
0.00505,0.222102046
0.005058333,0.255028285
0.005066667,0.279792464
0.005075,0.292362157
0.005083333,0.290582055
0.005091667,0.274568103
0.0051,0.247306065
0.005108333,0.213532893
0.005116667,0.179110876
0.005125,0.149941888
0.005133333,0.130872454
0.005141667,0.125422975
0.00515,0.134518805
0.005158333,0.156608646
0.005166667,0.187869257
0.005175,0.222826857
0.005183333,0.255690385
0.005191667,0.280292004
0.0052,0.292950079
0.005208333,0.291272167
0.005216667,0.275196236
0.005225,0.247984428
0.005233333,0.214126622
0.005241667,0.179740021
0.00525,0.150443696
0.005258333,0.131410526
0.005266667,0.126095282
0.005275,0.135271179
0.005283333,0.157356343
0.005291667,0.188396585
0.0053,0.22340752
0.005308333,0.2564334
0.005316667,0.281010739
0.005325,0.293548293
0.005333333,0.291865954
0.005341667,0.275863649
0.00535,0.248643367
0.005358333,0.21479737
0.005366667,0.180268179
0.005375,0.151049045
0.005383333,0.132077366
0.005391667,0.126655228
0.0054,0.135696997
0.005408333,0.15785653
0.005416667,0.18915374
0.005425,0.224052356
0.005433333,0.257033003
0.005441667,0.281700835
0.00545,0.294312936
0.005458333,0.29257041
0.005466667,0.276503065
0.005475,0.249227048
0.005483333,0.215377215
0.005491667,0.180830255
0.0055,0.151417898
0.005508333,0.132599751
0.005516667,0.127266508
0.005525,0.136276096
0.005533333,0.158375053
0.005541667,0.189624405
0.00555,0.224510979
0.005558333,0.257454117
0.005566667,0.282303455
0.005575,0.294882909
0.005583333,0.293029157
0.005591667,0.277022984
0.0056,0.249706918
0.005608333,0.215959258
0.005616667,0.181530871
0.005625,0.15224014
0.005633333,0.133158872
0.005641667,0.12785765
0.00565,0.136979708
0.005658333,0.159019989
0.005666667,0.190260569
0.005675,0.225178919
0.005683333,0.258160398
0.005691667,0.282883708
0.0057,0.295423522
0.005708333,0.293488655
0.005716667,0.277624685
0.005725,0.250471468
0.005733333,0.216506239
0.005741667,0.182076253
0.00575,0.152845009
0.005758333,0.13375919
0.005766667,0.128292015
0.005775,0.137596183
0.005783333,0.159709424
0.005791667,0.190918461
0.0058,0.22584303
0.005808333,0.258667947
0.005816667,0.283458587
0.005825,0.296075593
0.005833333,0.294284582
0.005841667,0.278142078
0.00585,0.251023227
0.005858333,0.217139764
0.005866667,0.182584478
0.005875,0.15348146
0.005883333,0.13455748
0.005891667,0.129029085
0.0059,0.138150123
0.005908333,0.160328729
0.005916667,0.191622252
0.005925,0.226580125
0.005933333,0.259434942
0.005941667,0.284069272
0.00595,0.29673534
0.005958333,0.29494221
0.005966667,0.278850972
0.005975,0.25157077
0.005983333,0.217813524
0.005991667,0.183348373
0.006,0.15403495
0.006008333,0.134947425
0.006016667,0.129508655
0.006025,0.138825353
0.006033333,0.160987168
0.006041667,0.192084465
0.00605,0.22717509
0.006058333,0.26009749
0.006066667,0.284674029
0.006075,0.297178811
0.006083333,0.295627523
0.006091667,0.279630412
0.0061,0.252235452
0.006108333,0.218272013
0.006116667,0.183836589
0.006125,0.154624435
0.006133333,0.135649561
0.006141667,0.130245463
0.00615,0.139355803
0.006158333,0.161571415
0.006166667,0.192805118
0.006175,0.2277537
0.006183333,0.260661174
0.006191667,0.285443384
0.0062,0.298006504
0.006208333,0.29615928
0.006216667,0.280105123
0.006225,0.252831161
0.006233333,0.219000221
0.006241667,0.184519135
0.00625,0.155215626
0.006258333,0.136365473
0.006266667,0.130864775
0.006275,0.139977419
0.006283333,0.162089518
0.006291667,0.193457755
0.0063,0.228417012
0.006308333,0.26118888
0.006316667,0.285900401
0.006325,0.298579779
0.006333333,0.296791623
0.006341667,0.280607364
0.00635,0.2534389
0.006358333,0.219623181
0.006366667,0.185093588
0.006375,0.155714043
0.006383333,0.136826021
0.006391667,0.131502893
0.0064,0.140643772
0.006408333,0.162746306
0.006416667,0.193927099
0.006425,0.229029123
0.006433333,0.261887715
0.006441667,0.286558854
0.00645,0.299172872
0.006458333,0.297348565
0.006466667,0.281328075
0.006475,0.254108597
0.006483333,0.220268495
0.006491667,0.185692532
0.0065,0.156422269
0.006508333,0.137519083
0.006516667,0.132022458
0.006525,0.141306378
0.006533333,0.163450689
0.006541667,0.19465771
0.00655,0.229597182
0.006558333,0.262303645
0.006566667,0.286918546
0.006575,0.29944621
0.006583333,0.297634565
0.006591667,0.281601157
0.0066,0.254397189
0.006608333,0.220489539
0.006616667,0.185900765
0.006625,0.156595048
0.006633333,0.137799263
0.006641667,0.132351131
0.00665,0.14155597
0.006658333,0.163908312
0.006666667,0.1949939
0.006675,0.229897897
0.006683333,0.262787422
0.006691667,0.287562017
0.0067,0.300221095
0.006708333,0.298379072
0.006716667,0.282262907
0.006725,0.254850138
0.006733333,0.221150398
0.006741667,0.186608812
0.00675,0.157293867
0.006758333,0.138326731
0.006766667,0.133087816
0.006775,0.142216743
0.006783333,0.164317032
0.006791667,0.195623001
0.0068,0.230634725
0.006808333,0.263496535
0.006816667,0.288196862
0.006825,0.300714446
0.006833333,0.29894094
0.006841667,0.282926011
0.00685,0.255517248
0.006858333,0.221627244
0.006866667,0.187229775
0.006875,0.157905507
0.006883333,0.138926772
0.006891667,0.133489632
0.0069,0.142789225
0.006908333,0.164998749
0.006916667,0.196179205
0.006925,0.231153363
0.006933333,0.263973692
0.006941667,0.288748283
0.00695,0.301371918
0.006958333,0.299588173
0.006966667,0.283606126
0.006975,0.256179014
0.006983333,0.222248429
0.006991667,0.187749531
0.007,0.158522381
0.007008333,0.139620595
0.007016667,0.134242935
0.007025,0.143335024
0.007033333,0.165571746
0.007041667,0.196827598
0.00705,0.231862628
0.007058333,0.264612439
0.007066667,0.28934882
0.007075,0.302101616
0.007083333,0.300145164
0.007091667,0.28408485
0.0071,0.256814806
0.007108333,0.222917675
0.007116667,0.188388728
0.007125,0.159134467
0.007133333,0.140309332
0.007141667,0.134856843
0.00715,0.144040979
0.007158333,0.166213632
0.007166667,0.197434526
0.007175,0.23259395
0.007183333,0.265295867
0.007191667,0.289927002
0.0072,0.302612013
0.007208333,0.30088465
0.007216667,0.284771248
0.007225,0.257406886
0.007233333,0.223673097
0.007241667,0.189063639
0.00725,0.159702301
0.007258333,0.140843599
0.007266667,0.135519185
0.007275,0.144695345
0.007283333,0.166918313
0.007291667,0.198012003
0.0073,0.233061604
0.007308333,0.265970596
0.007316667,0.290665634
0.007325,0.303258721
0.007333333,0.301395905
0.007341667,0.285392187
0.00735,0.257974677
0.007358333,0.224095803
0.007366667,0.189560167
0.007375,0.160298709
0.007383333,0.141534007
0.007391667,0.136069373
0.0074,0.145213904
0.007408333,0.167469761
0.007416667,0.198728487
0.007425,0.233687103
0.007433333,0.26651093
0.007441667,0.291314398
0.00745,0.303910727
0.007458333,0.301974194
0.007466667,0.285905543
0.007475,0.258558107
0.007483333,0.224682192
0.007491667,0.190192751
0.0075,0.160898176
0.007508333,0.142009256
0.007516667,0.136598851
0.007525,0.145772515
0.007533333,0.168156127
0.007541667,0.199360266
0.00755,0.234335981
0.007558333,0.267100679
0.007566667,0.291781704
0.007575,0.304585807
0.007583333,0.302644745
0.007591667,0.28657684
0.0076,0.259116007
0.007608333,0.225311848
0.007616667,0.190779517
0.007625,0.161518045
0.007633333,0.142584977
0.007641667,0.137195298
0.00765,0.146381104
0.007658333,0.168587318
0.007666667,0.199689787
0.007675,0.234753875
0.007683333,0.267664006
0.007691667,0.292390899
0.0077,0.304997113
0.007708333,0.303257433
0.007716667,0.287180189
0.007725,0.259561104
0.007733333,0.225647726
0.007741667,0.191341431
0.00775,0.162126124
0.007758333,0.143133814
0.007766667,0.137672978
0.007775,0.146924874
0.007783333,0.169270835
0.007791667,0.200470523
0.0078,0.235525123
0.007808333,0.268243465
0.007816667,0.293050353
0.007825,0.305688809
0.007833333,0.303793592
0.007841667,0.287793713
0.00785,0.26029396
0.007858333,0.226461837
0.007866667,0.191913175
0.007875,0.162635936
0.007883333,0.143854044
0.007891667,0.138488257
0.0079,0.147558565
0.007908333,0.169800297
0.007916667,0.201107763
0.007925,0.236123798
0.007933333,0.268857813
0.007941667,0.293659591
0.00795,0.306341881
0.007958333,0.304407047
0.007966667,0.288395173
0.007975,0.260876054
0.007983333,0.226890752
0.007991667,0.19252666
0.008,0.163290167
0.008008333,0.144311034
0.008016667,0.139095719
0.008025,0.148286741
0.008033333,0.170389285
0.008041667,0.201598751
0.00805,0.236872041
0.008058333,0.269563997
0.008066667,0.294315525
0.008075,0.306992634
0.008083333,0.305094807
0.008091667,0.288959036
0.0081,0.261488961
0.008108333,0.227514567
0.008116667,0.193119414
0.008125,0.163979902
0.008133333,0.144951788
0.008141667,0.139539885
0.00815,0.14888808
0.008158333,0.17115284
0.008166667,0.20234146
0.008175,0.237406416
0.008183333,0.270193667
0.008191667,0.294907791
0.0082,0.307575551
0.008208333,0.305650666
0.008216667,0.289625214
0.008225,0.26215741
0.008233333,0.228217977
0.008241667,0.193632932
0.00825,0.164362639
0.008258333,0.145604607
0.008266667,0.140275416
0.008275,0.149418815
0.008283333,0.171609585
0.008291667,0.202855861
0.0083,0.237952123
0.008308333,0.270707513
0.008316667,0.295639162
0.008325,0.308285869
0.008333333,0.306385649
0.008341667,0.29016947
0.00835,0.262712528
0.008358333,0.228886724
0.008366667,0.194332966
0.008375,0.16504933
0.008383333,0.146164463
0.008391667,0.140910977
0.0084,0.150051222
0.008408333,0.172266172
0.008416667,0.203480188
0.008425,0.238615369
0.008433333,0.271481906
0.008441667,0.296186456
0.00845,0.308826014
0.008458333,0.307010449
0.008466667,0.290879571
0.008475,0.263281516
0.008483333,0.229397228
0.008491667,0.195028076
0.0085,0.165692045
0.008508333,0.146723138
0.008516667,0.141395659
0.008525,0.150671984
0.008533333,0.172868316
0.008541667,0.204148484
0.00855,0.239060774
0.008558333,0.271839037
0.008566667,0.296792171
0.008575,0.309376889
0.008583333,0.30738054
0.008591667,0.291341218
0.0086,0.263940076
0.008608333,0.229918837
0.008616667,0.195505147
0.008625,0.166342771
0.008633333,0.147285411
0.008641667,0.142047526
0.00865,0.151301389
0.008658333,0.173489655
0.008666667,0.20463871
0.008675,0.239785354
0.008683333,0.272474141
0.008691667,0.297316259
0.0087,0.310018621
0.008708333,0.308074463
0.008716667,0.291928111
0.008725,0.26445111
0.008733333,0.230593977
0.008741667,0.196129584
0.00875,0.166905322
0.008758333,0.147973763
0.008766667,0.142651351
0.008775,0.151893367
0.008783333,0.173997713
0.008791667,0.205382998
0.0088,0.24062238
0.008808333,0.273216745
0.008816667,0.297932338
0.008825,0.310544073
0.008833333,0.30884239
0.008841667,0.292624389
0.00885,0.265111605
0.008858333,0.231105201
0.008866667,0.196690773
0.008875,0.167481443
0.008883333,0.148589588
0.008891667,0.143327207
0.0089,0.152616572
0.008908333,0.174755841
0.008916667,0.205946507
0.008925,0.241093725
0.008933333,0.273900843
0.008941667,0.298646854
0.00895,0.311243848
0.008958333,0.309398393
0.008966667,0.293277152
0.008975,0.265698967
0.008983333,0.231745709
0.008991667,0.197261464
0.009,0.168095783
0.009008333,0.149202183
0.009016667,0.143962896
0.009025,0.153130656
0.009033333,0.175241298
0.009041667,0.206568485
0.00905,0.241691565
0.009058333,0.27452833
0.009066667,0.299381312
0.009075,0.311868352
0.009083333,0.310024569
0.009091667,0.293785507
0.0091,0.266358329
0.009108333,0.232455387
0.009116667,0.197935473
0.009125,0.168620016
0.009133333,0.149750143
0.009141667,0.144572981
0.00915,0.153799415
0.009158333,0.175845987
0.009166667,0.207208239
0.009175,0.242418566
0.009183333,0.274996875
0.009191667,0.299843002
0.0092,0.312566011
0.009208333,0.310741178
0.009216667,0.294500494
0.009225,0.266951345
0.009233333,0.233053382
0.009241667,0.19852122
0.00925,0.16919463
0.009258333,0.150253456
0.009266667,0.145156079
0.009275,0.154512038
0.009283333,0.17649819
0.009291667,0.207736062
0.0093,0.242871436
0.009308333,0.275620025
0.009316667,0.300553206
0.009325,0.313152513
0.009333333,0.311204929
0.009341667,0.295036761
0.00935,0.267528341
0.009358333,0.233510228
0.009366667,0.199105229
0.009375,0.169915371
0.009383333,0.150916252
0.009391667,0.145653994
0.0094,0.155014425
0.009408333,0.177120584
0.009416667,0.208402949
0.009425,0.243564264
0.009433333,0.276277413
0.009441667,0.301147967
0.00945,0.313714306
0.009458333,0.311949038
0.009466667,0.295719101
0.009475,0.268262754
0.009483333,0.234292331
0.009491667,0.199629608
0.0095,0.170416254
0.009508333,0.151596612
0.009516667,0.146349252
0.009525,0.15557733
0.009533333,0.177748125
0.009541667,0.209108568
0.00955,0.244183768
0.009558333,0.276826447
0.009566667,0.301651014
0.009575,0.314471677
0.009583333,0.31269261
0.009591667,0.296291097
0.0096,0.268709933
0.009608333,0.234828882
0.009616667,0.200251378
0.009625,0.170994381
0.009633333,0.152190138
0.009641667,0.146892642
0.00965,0.156197679
0.009658333,0.178344113
0.009666667,0.209634721
0.009675,0.244858932
0.009683333,0.277650254
0.009691667,0.302529159
0.0097,0.314977785
0.009708333,0.313227774
0.009716667,0.297008203
0.009725,0.269386798
0.009733333,0.235431885
0.009741667,0.200987155
0.00975,0.171730348
0.009758333,0.152750396
0.009766667,0.147475267
0.009775,0.156688523
0.009783333,0.179039811
0.009791667,0.210333711
0.0098,0.245425293
0.009808333,0.278125151
0.009816667,0.302975088
0.009825,0.315409086
0.009833333,0.313709709
0.009841667,0.297608885
0.00985,0.269930632
0.009858333,0.235878951
0.009866667,0.201376613
0.009875,0.171980544
0.009883333,0.153208311
0.009891667,0.148130615
0.0099,0.157305607
0.009908333,0.179354646
0.009916667,0.210820251
0.009925,0.2459512
0.009933333,0.278455216
0.009941667,0.303443348
0.00995,0.316196387
0.009958333,0.314424748
0.009966667,0.298075448
0.009975,0.27051873
